Gene_Component1,Gene_Component2
0.8984656931219613,0.3518770108650178
0.45974422749499205,-0.5699824966157607
0.8688191573500684,0.18805837823093124
0.1687741111600392,0.2641082444458996
0.5218946436822774,-0.40836772860131
0.9355681898397058,-0.7649380386115611
0.5350390840209727,-0.08496449499674923
0.34701068682280195,0.23353907790650985
0.2457360533658112,-0.0361992431223313
-0.22467221955291194,0.10049636082278379
0.252950086356211,-0.38772251742688196
0.6682306051388094,0.54761532877896
0.5557794633941883,-0.786491104442606
0.7676520593953694,-0.19110395144124245
0.6383350077012476,-0.07669832605874974
0.09148081943727202,0.3066077466108139
0.18455493256408603,-0.5777316648170787
-0.12120532744776857,-0.4497884477696202
0.5365056645138869,0.07175149443793861
0.5703271567557469,0.2596652030623992
-0.8199790210602323,-0.8891285078633634
-0.8333706632802187,1.1616828192541035
-0.29000250876183287,1.4369107266324972
-0.745260093393773,-0.34374699893195704
0.1317566531706315,1.1890207962128676
-0.9078222431777005,0.5584201955932385
-0.40659521683692174,0.715690859393094
-0.6112073045510619,-0.34855245986260874
-0.6271075022616922,-0.06167192004497448
-0.18294658864084762,0.5069669675674373
-0.6721181177647876,0.09755078879625192
-0.7769054945430415,-1.875247696281028
-0.9233774967048638,-0.06315958292488283
-0.4178607218120351,-0.3419389273302168
-0.5378340665340141,0.564169971977494
-0.28946597767064813,-0.9028314111841613
-0.7726728765540499,-0.30009577679195704
0.7117950159000861,-0.17633591352771658
0.16637542698033947,0.7399341660667673
-0.09639129761812329,0.34263107199182163
